ID,Date,Source,Title,Authors,URL,Type,Ideology,TacticalActor,OperationalTarget,TacticMO,Location,Summary,Analyst
373,29/12/2024,2,Authoritarianism looms large in Georgia as governing party cements rule,Marian Tokhadze,https://www.france24.com/en/video/20241229-georgia-inaugurates-far-right-ruling-party-loyalist-as-new-president,4,13,71,14,,64,"Australia has committed $190 million dollars to help expand the police force of the Solomon Islands. The goal, stated by Prime Minister Albanese, is to promote ""sovereign security capability"" and reduce the Solomon Islands' ""reliance on external partners""",4
374,29/12/2024,5,"India's trafficking claims against Canadian colleges reveal 'exploited' immigration system, experts say [updated]",Mark Gollom,https://www.cbc.ca/news/canada/india-trafficking-colleges-universities-canada-1.7419419,2,6,,5,10,31;185,An adult and child have been confirmed as fatalities after a car crashed into a Christmas market in Magdeburg. At least 60 others have been injured in what is suspected a deliberate attack.,4
375,29/12/2024,9,Morning News Bulletin 29 December 2024,Essam Al-Ghalib,https://www.sbs.com.au/news/podcast-episode/morning-news-bulletin-29-december-2024/nu4l7gg1q,2,19,,1,2,88,"4 deaths and 68 injured have been confirmed following the car attack on Christmas markets in east Germany. The suspected perpetrator, identified as Taleb A. is being held for questioning. He has allegedly expressed Islamophobic view online.",4
376,29/12/2024,9,Vladimir Putin apologises to Azerbaijan without claiming responsibility in plane crash,,https://www.sbs.com.au/news/article/vladimir-putin-apologises-to-azerbaijan-without-claiming-responsibility-in-plane-crash/cj8r5wspk,2,19,71,1,2,88,"The governor of Saxony-Anhalt confirmed the death toll of the car attack on a Christmas market had risen to 5, with more than 200 injured. The suspect has allegedly expressed islamophobic views online, criticising Germany for not stopping ""Islamism of Eur",4
377,29/12/2024,9,'Drag them out': South Korean president allegedly approved 'shooting' during martial law bid,,https://www.sbs.com.au/news/article/drag-them-out-south-korean-president-allegedly-approved-shooting-during-martial-law-bid/yrgfvhfkb,4,13,71,2;15,2;3,162,"At least 20 people have been killed in central Mali by suspected jihadists. Local populations fled the villages as silos were destroyed. Mali has seen numerous attacks associated with Al-Qa'ida, the Islamic State, and separatist movement since 2012.",4
378,30/12/2024,2,South Korea investigators request arrest warrant for impeached president Yoon,,https://www.france24.com/en/asia-pacific/20241230-s-korea-investigators-request-arrest-warrant-for-president-yoon,4,13,71,14,12,162,"More details have been released about the attack on the German Christmas market. The suspect, a former Muslim, expressed criticsm of Germany inaction against the ""Islamism of Europe"", and has supported far-right and anti-immigrant parties.",4
379,30/12/2024,2,Turkish foreign minister blasts Israel's plans to resettle Golan Heights,Marc Perelman,https://www.france24.com/en/video/20241230-en-wb-extrait-mae-turc-fidan-israel-in-golan,4,13,71,14,12,170,"Two people have been confirmed killed and at least 60 injured in a deliberate attack on a Christmas market in Germany. The suspect, a Saudi doctor living in Germany since 2006, drove his car into the event.",4
380,30/12/2024,2,Kenya detains protesters rallying against recent abductions,"Georja Calvin-Smith, Harold Girard, Tom Canetti, Laurent Berstecher",https://www.france24.com/en/tv-shows/eye-on-africa/20241230-kenya-detains-protesters-rallying-against-recent-abductions,3,20,71,14,10,118,"At least 21 people have been killed in Mozambique in political unrest after the top court ruled the Frelimo election victory in October as constitional. Protests are in place across the country, with reports of destruction of property and fights with poli",4
381,30/12/2024,2,"Suspect in Christmas market attack showed signs of mental illness, says German minister",,https://www.france24.com/en/europe/20241230-suspect-christmas-market-attack-showed-signs-mental-illness-german-minister,2,19,73,14,12,65,"A HTS representative has promised to punish the group who burned a Christmas tree and filmed the act to intimidate Syrian Christians. Syria's Christian minority protested the act, called for greater protections from the new government.",4
382,30/12/2024,2,Turkish foreign minister reacts to new initiative with jailed PKK leader Ocalan,"Marc Perelman, Hakan Fidan",https://www.france24.com/en/video/20241230-en-wb-extrait-mae-turc-fidan-pkk,4,13,53;71,21,2,178,"Hong Kong police have issued arrest warrants for six pro-democracy activists based overseas. Hong Kong has 19 pending warrants for critics of the government, citing charges of secession, subversion and collusion with foreign entities.",4
383,30/12/2024,9,Morning News Bulletin 30 December 2024,Sam Dover,https://www.sbs.com.au/news/podcast-episode/morning-news-bulletin-30-december-2024/u3g2qljyu,4,13,71,14,,191,Member of the Christian minority in Syria gathered in protest to call for more protections after a the burning of a Christmas tree was publicised and several churches attack. They are unconvinced by HTS's promise to respect other denominations.,4
384,30/12/2024,9,Investigators seek arrest warrant for impeached South Korean president Yoon Suk Yeol,,https://www.sbs.com.au/news/article/investigators-seek-arrest-warrant-for-impeached-south-korean-president-yoon-suk-yeol/bt8bc8ndb,4,13,71,9,10,162,A prison break in Mozambique saw thousands of prisoners go free and 33 dead in the chaos. The official death toll for the broader political unrest in Mozambique is placed at 125. The police state the break was enabled by a protest outside.,4
385,30/12/2024,9,Evening News Bulletin 30 December 2024,Ciara Hain,https://www.sbs.com.au/news/podcast-episode/evening-news-bulletin-30-december-2024/7r5czavug,2,19,71,18;19,2,9,"Israeli airstrikes hit the Sanaa International Airport among other targets, killing three, in retalisation to Houthi attacks.",4
386,31/12/2024,2,Growing crime rate in South Africa bolster private security sector,"Stefan Carstens, Tom Canetti, Caroline Dumay",https://www.france24.com/en/video/20241231-growing-crime-rate-in-south-africa-bolster-private-security-sector,4,13,71,9,,161,"After an undated video of an attack on a Alawite shrine circulated on media, hundreds of Alawite Syrians gathered in protest. Though HTS has promised to respect other relgious denominations, minorities like the Alawite are uncertain.",4
387,31/12/2024,2,Pro-Russian hackers target websites of several French cities,,https://www.france24.com/en/europe/20241231-pro-russian-hackers-target-websites-of-several-french-cities,1,6,71,6;11,5,61,"Finland is investigating suspected ""aggravated sabotage"" of an undersea power cable between itself and Estonia. The supect is a oil tanker part of Russia's shadow fleet.",4
388,31/12/2024,2,South Korean court issues arrest warrant for impeached President Yoon,,https://www.france24.com/en/asia-pacific/20241231-south-korean-court-issues-arrest-warrant-for-impeached-president-yoon,4,13,71,19,3,162,"Hay'at Tahrir al-Sham announced the destruction of enourmous stores of illicit substances. A stockpile recently burned contained alcohol, cannabis and approximately 1 million captagon pills.",4
389,31/12/2024,2,Trinidad and Tobago declares state of emergency amid deadly gang violence,,https://www.france24.com/en/americas/20241231-trinidad-and-tobago-declares-state-of-emergency-amid-deadly-gang-violence,4,13,71,,,176,"The Pakistan military court has convicted 85 people for their involvement in the Pakistan Tehreek-e-Insaf protests in November. The US, EU and UK have criticised the process as one without transparency or judicial independence.",4
390,31/12/2024,2,US treasury says Chinese hackers accessed department workstations,,https://www.france24.com/en/video/20241231-us-treasury-says-chinese-hackers-accessed-department-workstations,4,6,71,6,5,185,The Syrian government has announced an operation against pro-Assad militias remaining in the province of Tartus. Three gunmen have reportedly been killed as a result.,4
391,31/12/2024,2,China rejects accusations it targeted US Treasury in cyberattack,,https://www.france24.com/en/americas/20241231-china-rejects-accusations-it-targeted-us-treasury-in-cyberattack,4,6,71,6,5,185,At least 14 were killed during the attempted arrest of an officer from Sednaya prison in the Syrian's government's promise to punish players of Assad's regime.,4
392,31/12/2024,2,"Georgia’s ruling party ‘instrumentalises’ conservative values to stay in power, expert says",Tornike Gordadze,https://www.france24.com/en/video/20241231-georgia-s-ruling-party-instrumentalise-conservative-values-to-stay-in-power-expert-says,4,13,71,1,,64,Preliminary investigation into the lethal crash of an Azerbaijan place in Kazakhstan has implicated Russian air defences. The airline retracted its orginal statement that birds caused the crash. The incident resulted in 38 deaths. A criminal case is under,4
393,31/12/2024,2,Georgia cracks down on pro-EU protesters with new fines,,https://www.france24.com/en/video/20241231-georgia-cracks-down-on-pro-eu-protesters-with-new-fines,4,13,71,5,2,64,The main opposition party has now filed an impeachment against South Korea's acting president Han Duck-soo for failing to approve the necessary judges for the Consitutional Court to finalise the impeachment of predecessor Yoon Suk Yeol.,4
394,31/12/2024,2,"Chinese hackers breach US Treasury, access unclassified documents",,https://www.france24.com/en/americas/20241230-chinese-hackers-breach-us-treasury-access-unclassified-documents,4,6,71,6,5,185,Azerbaijan Airlines has retracted its statement that birds caused the crash of its plane in Kazakhstan which killed 38. Aviation and military experts speculate that Russian air defences may have mistaken the plane for  a Ukrainian drone.,4
395,31/12/2024,5,"China hacked U.S. Treasury Department to access workstations and documents, agency says [updated]",,https://www.cbc.ca/news/world/china-hack-us-treasury-department-1.7420473,4,6,71,6,5,185,"More information has been released surrounding the suspect in the German car attack. Security forces carried out a risk assessment on Taleb al-Abdulmohsen, who expressed terrorist ideas online. But they concluded he posed ""no specific danger"".",4
396,31/12/2024,5,South Korea court approves arrest of President Yoon in martial law investigation [updated],,https://www.cbc.ca/news/world/yoon-suk-yeol-warrant-1.7420667,4,13,71,14,12,162,"The suspect in the Magdeburg car attack allegedly wanted to punish Germany for its tolerance towards Islamists. He has been investigated previously for extremist sentiments online, but no specific threat was identified.",4
397,31/12/2024,9,Midday News Bulletin 31 December 2024,Ciara Hain,https://www.sbs.com.au/news/podcast-episode/midday-news-bulletin-31-december-2024/n7kis06lp,4,6,71,6,5,185,"The leader of HTS has announced all weapons will be under state control, and that armed factions were being dissolved. Additionally, he stated HTS was working on protecting minorities.",4
398,31/12/2024,9,Finland seizes Russian oil tanker over damaged electricity cable,Alex Anyfantis,https://www.sbs.com.au/news/podcast-episode/finland-seizes-russian-oil-tanker-over-damaged-electricity-cable/z1p8k55fk,2,19,,7,12,60,"10 000s have gathered in Serbia's capital to protest against President Aleksandar Vucic's government. Vucic has accused the opposition of using students, who have lead demonstrations for weeks, to seize power.",4
